id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
6272181,32596841,Brooklyn,Crown Heights,40.67905,-73.95612,Private room,75,1,0,0.0,2,0
14373756,3441272,Brooklyn,Bushwick,40.69903,-73.93021,Private room,85,1,188,5.3,5,270
17980140,12390595,Brooklyn,Bushwick,40.69365,-73.9109,Private room,60,7,1,0.04,1,0
36481615,274298453,Brooklyn,Greenpoint,40.72585,-73.94001,Private room,54,6,0,0.0,1,15
35565616,72674364,Manhattan,West Village,40.73234,-74.00543,Entire home/apt,240,1,1,1.0,1,75
13912926,1287719,Queens,Forest Hills,40.71642,-73.8357,Entire home/apt,200,5,1,0.03,1,0
24634657,38874050,Queens,Ridgewood,40.70055,-73.91013,Private room,45,2,47,3.29,3,159
21880038,159610596,Manhattan,Financial District,40.70458,-74.00755,Entire home/apt,425,1,127,6.68,6,253
27173512,23371413,Brooklyn,Crown Heights,40.66483,-73.95883,Entire home/apt,110,4,2,0.2,1,32
6467264,33782884,Brooklyn,Carroll Gardens,40.67674,-73.99805,Private room,158,2,4,0.08,2,0
22343658,2772294,Brooklyn,Williamsburg,40.71136,-73.94527,Private room,55,14,5,0.27,1,90
21839021,131476075,Brooklyn,Bushwick,40.68637,-73.91159,Private room,53,2,19,1.03,8,177
2323502,3976338,Queens,Ridgewood,40.70206,-73.90936,Private room,59,3,106,1.61,1,87
7870442,25613217,Manhattan,Upper West Side,40.80049,-73.96064,Entire home/apt,96,1,2,0.05,1,0
2942732,160337,Manhattan,Washington Heights,40.83549,-73.94765,Entire home/apt,60,365,9,0.15,1,291
9145202,47621202,Queens,Jamaica,40.6673,-73.76831,Private room,47,1,629,14.58,2,333
16559061,91744449,Manhattan,Harlem,40.81488,-73.94221,Private room,85,1,3,0.1,1,0
30147304,126653377,Manhattan,Harlem,40.80447,-73.95589,Private room,63,30,0,0.0,6,364
31308773,234338317,Brooklyn,Williamsburg,40.71105,-73.94563,Private room,80,1,1,1.0,1,86
26837834,6105036,Manhattan,Harlem,40.80527,-73.95106,Private room,90,4,20,1.82,3,283
28775714,9599815,Queens,Long Island City,40.74511,-73.95293,Entire home/apt,80,4,11,1.25,1,24
15194011,95471771,Queens,Jamaica,40.67627,-73.77059,Private room,65,1,3,0.12,2,179
9331114,1698259,Brooklyn,Williamsburg,40.71108,-73.94799,Entire home/apt,140,7,31,0.72,1,209
18790512,110349355,Brooklyn,Bushwick,40.70439,-73.92619,Private room,51,3,5,0.19,1,0
33140204,5944855,Brooklyn,Bedford-Stuyvesant,40.69174,-73.93649,Entire home/apt,150,2,2,0.78,1,92
19532157,124976906,Manhattan,Upper East Side,40.76959,-73.95338,Private room,75,3,17,0.74,1,0
30227942,2156741,Queens,Forest Hills,40.73622,-73.8466,Entire home/apt,90,2,37,5.05,1,21
236788,4166168,Brooklyn,DUMBO,40.70257,-73.9847,Entire home/apt,350,5,40,0.5,1,67
34120696,36205885,Queens,Ridgewood,40.70737,-73.91138,Entire home/apt,74,1,16,7.16,3,351
17711806,28573,Brooklyn,Bedford-Stuyvesant,40.6778,-73.9135,Private room,65,1,140,5.0,1,144
35599003,267015438,Queens,Ozone Park,40.67299,-73.845,Entire home/apt,167,5,1,1.0,1,94
30814038,103726845,Manhattan,Upper West Side,40.80236,-73.96604,Private room,90,1,2,0.32,2,0
29217721,30811338,Brooklyn,Bedford-Stuyvesant,40.6919,-73.93866,Entire home/apt,89,2,18,2.1,1,209
20688175,41947929,Brooklyn,Crown Heights,40.67749,-73.94854,Private room,125,1,32,1.5,2,351
11526771,15152746,Manhattan,Gramercy,40.7339,-73.98523,Private room,139,1,0,0.0,1,0
1365000,287122,Brooklyn,Clinton Hill,40.69074,-73.96619,Entire home/apt,131,7,140,1.94,1,32
32870748,246865215,Brooklyn,Williamsburg,40.72136,-73.95532,Entire home/apt,160,2,1,0.41,1,350
18221090,125821659,Queens,Jackson Heights,40.75147,-73.89071,Private room,75,1,6,0.32,1,341
11982174,46889591,Manhattan,Upper East Side,40.76272,-73.96269,Private room,69,1,4,0.1,1,0
1839341,9610339,Brooklyn,Williamsburg,40.71817,-73.96401,Entire home/apt,300,5,14,0.22,1,188
21399123,96346005,Manhattan,Upper West Side,40.77455,-73.98882,Private room,156,3,86,4.11,3,68
3741405,10577253,Manhattan,Harlem,40.81217,-73.95303,Entire home/apt,150,1,3,0.05,1,0
856304,524575,Brooklyn,Flatbush,40.6483,-73.9644,Private room,74,1,8,0.1,1,283
12679291,44530717,Manhattan,Hell's Kitchen,40.75965,-73.99035,Entire home/apt,224,6,1,0.03,1,0
23430085,75003580,Brooklyn,Bedford-Stuyvesant,40.68337,-73.92996,Private room,60,4,0,0.0,1,22
3513960,4847926,Brooklyn,Flatbush,40.64246,-73.95443,Private room,38,3,76,1.3,3,253
30107262,226205088,Manhattan,Harlem,40.80324,-73.94887,Entire home/apt,125,2,12,3.05,1,7
34664546,4259761,Queens,Flushing,40.77257,-73.80125,Private room,45,30,0,0.0,1,326
34750234,51420334,Manhattan,Upper West Side,40.78747,-73.96844,Private room,59,1,0,0.0,1,0
30067767,151300770,Manhattan,Upper East Side,40.77954,-73.95127,Private room,150,5,5,0.79,4,267
36305881,273038911,Manhattan,Inwood,40.8683,-73.92161,Entire home/apt,349,2,0,0.0,1,365
13564490,34911780,Manhattan,Inwood,40.86076,-73.92781,Entire home/apt,100,4,41,1.11,2,100
31685548,11914604,Queens,Long Island City,40.74649,-73.9525,Private room,70,15,3,1.32,1,135
20499040,146345538,Brooklyn,Bushwick,40.69349,-73.91173,Shared room,34,30,2,0.11,5,365
27029402,194843581,Manhattan,Upper West Side,40.79908,-73.96215,Private room,87,1,14,1.19,4,0
28539077,215387072,Brooklyn,Bedford-Stuyvesant,40.68062,-73.91251,Private room,80,5,12,1.28,3,354
24387440,184065290,Manhattan,Midtown,40.75418,-73.9664,Entire home/apt,180,30,16,1.08,1,3
15985873,519554,Manhattan,Lower East Side,40.71867,-73.98959,Private room,78,2,46,1.45,5,341
16269256,101053359,Manhattan,Washington Heights,40.85447,-73.92804,Entire home/apt,99,4,2,0.09,1,0
19949310,112186372,Brooklyn,Bedford-Stuyvesant,40.68322,-73.91702,Shared room,200,1,1,0.04,1,179
34120534,128905420,Manhattan,West Village,40.73195,-74.00626,Entire home/apt,500,2,3,2.31,1,82
22781825,168308087,Manhattan,Chelsea,40.73686,-73.99171,Entire home/apt,75,1,0,0.0,1,0
9935095,51024536,Brooklyn,Sheepshead Bay,40.59195,-73.94639,Private room,500,30,0,0.0,2,173
369567,1863447,Brooklyn,Prospect Heights,40.67425,-73.96514,Private room,56,3,63,0.82,1,0
18063815,50366453,Manhattan,Upper East Side,40.76246,-73.95985,Entire home/apt,195,1,3,0.11,1,0
23579457,17477908,Manhattan,Chelsea,40.74161,-73.99435,Entire home/apt,250,30,3,0.19,10,338
29156377,219462780,Manhattan,Harlem,40.82746,-73.94718,Private room,60,2,1,0.14,1,83
10165181,47554473,Brooklyn,Greenpoint,40.72919,-73.94512,Private room,149,3,32,0.75,13,74
14538181,9622750,Manhattan,Kips Bay,40.74202,-73.98032,Private room,95,5,1,0.03,3,0
15374777,30384194,Queens,Astoria,40.75771,-73.91385,Private room,99,3,47,1.41,2,176
34783887,3138868,Manhattan,Morningside Heights,40.80535,-73.96307,Entire home/apt,140,4,1,0.68,1,9
31089176,12625165,Brooklyn,Bedford-Stuyvesant,40.6916,-73.95961,Private room,42,1,0,0.0,1,0
10089333,16684382,Manhattan,Upper East Side,40.76266,-73.95989,Entire home/apt,150,2,25,0.66,1,0
34337151,62014210,Brooklyn,Greenpoint,40.72155,-73.94671,Entire home/apt,700,15,0,0.0,1,24
21966880,160374143,Manhattan,West Village,40.7349,-74.00618,Entire home/apt,245,2,42,2.27,1,141
27437662,206774126,Manhattan,Harlem,40.82788,-73.93905,Entire home/apt,85,15,0,0.0,1,0
13649713,45381744,Manhattan,Upper West Side,40.79759,-73.96544,Entire home/apt,165,1,3,0.08,1,0
23369253,174171891,Queens,East Elmhurst,40.75857,-73.89298,Private room,46,2,31,1.92,1,51
3963345,978546,Manhattan,East Village,40.73152,-73.98676,Entire home/apt,250,3,12,0.25,1,0
30283940,128721938,Manhattan,Kips Bay,40.7425,-73.97704,Entire home/apt,250,3,1,0.16,1,0
5728806,4271676,Manhattan,Nolita,40.72217,-73.99481,Private room,120,7,3,0.06,3,0
34014027,23003756,Brooklyn,Williamsburg,40.71777,-73.94874,Private room,90,2,2,1.18,1,0
32399591,243297214,Brooklyn,Williamsburg,40.71084,-73.95875,Private room,60,4,3,0.76,1,0
33797672,35224817,Manhattan,Upper East Side,40.7613,-73.96152,Entire home/apt,220,1,0,0.0,1,32
32561729,65284316,Queens,Long Island City,40.75541,-73.93647,Entire home/apt,120,1,3,0.72,1,0
10452,35935,Brooklyn,Bedford-Stuyvesant,40.6831,-73.95473,Private room,70,1,74,0.66,2,269
20357796,31736547,Manhattan,East Harlem,40.79148,-73.9446,Private room,69,1,58,4.1,2,26
19529637,3412684,Manhattan,East Village,40.72723,-73.98466,Entire home/apt,145,2,9,0.37,1,0
34652342,40632179,Manhattan,Harlem,40.82978,-73.94022,Private room,60,1,1,0.56,3,268
35268366,19303369,Queens,Jackson Heights,40.75049,-73.89368,Private room,50,30,0,0.0,37,0
22169350,83926842,Manhattan,Midtown,40.74649,-73.98684,Entire home/apt,130,4,33,1.76,1,354
26380347,53179388,Manhattan,Upper East Side,40.75954,-73.96022,Entire home/apt,250,30,0,0.0,10,89
36228780,211353297,Manhattan,East Harlem,40.80396,-73.94038,Entire home/apt,125,3,0,0.0,1,25
30689655,13108315,Brooklyn,Park Slope,40.67409,-73.97546,Entire home/apt,100,8,3,0.48,1,7
33664228,87766324,Brooklyn,Bedford-Stuyvesant,40.68638,-73.93497,Entire home/apt,499,2,0,0.0,2,30
4555241,23342410,Queens,Long Island City,40.75985,-73.92979,Entire home/apt,99,2,0,0.0,1,0
21665632,11242618,Manhattan,SoHo,40.72208,-74.00217,Entire home/apt,1000,5,0,0.0,1,364
2702351,13829968,Manhattan,Harlem,40.82907,-73.94939,Entire home/apt,90,5,16,0.25,1,3
24633966,161268152,Manhattan,Lower East Side,40.72221,-73.99181,Entire home/apt,700,2,0,0.0,2,338
35389856,266413128,Manhattan,West Village,40.73194,-74.00369,Entire home/apt,220,2,3,3.0,1,176
16226219,59101644,Brooklyn,Williamsburg,40.71615,-73.94797,Entire home/apt,135,2,29,0.93,1,82
11138823,57885474,Bronx,Wakefield,40.89694,-73.86055,Entire home/apt,90,2,199,5.0,2,319
9754968,10611392,Manhattan,East Harlem,40.79331,-73.94149,Entire home/apt,250,4,13,0.32,1,35
34840034,243194565,Queens,Long Island City,40.74705,-73.9472,Private room,130,5,0,0.0,1,179
36318764,21357175,Manhattan,Washington Heights,40.8415,-73.93661,Entire home/apt,107,4,0,0.0,1,9
33444493,56060787,Brooklyn,Williamsburg,40.70908,-73.95663,Private room,55,1,14,4.47,1,295
35711535,63272360,Queens,Woodhaven,40.69482,-73.86747,Private room,60,3,0,0.0,6,41
28958489,93315723,Brooklyn,Brighton Beach,40.57795,-73.9616,Private room,50,2,27,3.18,1,71
7754916,15931768,Brooklyn,Bedford-Stuyvesant,40.69704,-73.94761,Private room,60,5,2,0.04,1,0
9361349,48577772,Manhattan,East Village,40.72787,-73.98718,Entire home/apt,120,8,6,0.14,1,0
1777007,3980927,Manhattan,Battery Park City,40.71078,-74.01623,Shared room,55,1,205,3.04,1,326
22848378,9630772,Manhattan,Gramercy,40.73609,-73.98566,Private room,149,4,10,0.65,2,0
117425,593115,Brooklyn,Brooklyn Heights,40.69263,-73.99438,Entire home/apt,150,30,95,0.96,1,281
29655150,304262,Manhattan,Lower East Side,40.71555,-73.98949,Entire home/apt,165,30,0,0.0,1,353
11530901,42535703,Manhattan,East Harlem,40.79922,-73.94677,Private room,120,3,0,0.0,2,0
31285092,216437098,Brooklyn,Bedford-Stuyvesant,40.68341,-73.92154,Entire home/apt,140,2,7,1.23,2,281
3930878,20364466,Manhattan,East Village,40.72509,-73.97898,Entire home/apt,117,3,7,0.12,1,7
35874530,146636596,Brooklyn,Greenpoint,40.72845,-73.95791,Entire home/apt,300,2,1,1.0,1,24
11675256,34564001,Manhattan,Chelsea,40.74866,-73.98986,Entire home/apt,290,2,62,1.53,1,19
28097610,84366617,Brooklyn,Gravesend,40.58771,-73.966,Entire home/apt,80,2,1,1.0,2,229
2252844,11505536,Manhattan,East Village,40.73046,-73.9921,Private room,500,1,0,0.0,1,0
34687035,48684597,Queens,Maspeth,40.73759,-73.89704,Private room,35,1,8,4.44,4,234
9289159,43963802,Manhattan,Harlem,40.8228,-73.94567,Entire home/apt,465,3,46,1.22,2,325
2141667,10929872,Manhattan,Harlem,40.81968,-73.95353,Private room,93,2,138,2.23,1,7
5148878,215570,Brooklyn,Williamsburg,40.71135,-73.96596,Entire home/apt,125,2,5,0.12,1,0
21281525,970375,Manhattan,Greenwich Village,40.73213,-73.99957,Entire home/apt,130,3,43,2.06,1,7
113265,314582,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,2.51,2,275
14916773,7848317,Brooklyn,Windsor Terrace,40.65828,-73.98451,Entire home/apt,130,2,5,0.15,2,0
30193032,205031545,Manhattan,Midtown,40.75363,-73.96648,Entire home/apt,675,28,2,0.32,49,243
13397781,3386627,Brooklyn,Williamsburg,40.71035,-73.95332,Entire home/apt,185,3,0,0.0,1,0
30503020,16098958,Manhattan,Hell's Kitchen,40.76557,-73.98384,Entire home/apt,215,30,0,0.0,96,327
29853088,137194766,Queens,Astoria,40.75491,-73.91445,Entire home/apt,98,3,32,4.02,2,131
35424310,35244614,Brooklyn,Bushwick,40.70155,-73.92628,Entire home/apt,125,2,2,2.0,1,7
805028,1131081,Brooklyn,Boerum Hill,40.68418,-73.98039,Entire home/apt,200,4,13,0.22,1,0
27604258,156586664,Queens,Flushing,40.75389,-73.83192,Private room,75,1,65,6.11,1,139
999984,5468033,Manhattan,West Village,40.73303,-74.00237,Entire home/apt,300,3,108,1.44,1,318
33903248,188015014,Brooklyn,Bedford-Stuyvesant,40.69915,-73.94709,Private room,81,2,0,0.0,6,150
35034410,144582127,Manhattan,East Village,40.72764,-73.98712,Private room,100,3,1,1.0,1,67
3518682,5407403,Manhattan,Inwood,40.86176,-73.93082,Private room,80,2,50,0.83,1,6
36008082,82650642,Queens,Long Island City,40.74818,-73.94123,Entire home/apt,116,90,0,0.0,1,131
24594587,3268993,Manhattan,Harlem,40.82336,-73.95596,Private room,75,2,122,8.32,1,127
14590476,90256030,Manhattan,Chelsea,40.74775,-73.99167,Entire home/apt,999,2,1,0.03,1,0
29516678,39174150,Manhattan,Harlem,40.8252,-73.95189,Private room,100,1,13,1.58,3,71
20794837,149071197,Manhattan,Harlem,40.8204,-73.93867,Private room,50,1,2,0.09,1,0
34907385,263090455,Queens,Bellerose,40.7261,-73.72173,Private room,75,1,0,0.0,1,365
794535,4186145,Manhattan,Chelsea,40.75351,-73.99762,Entire home/apt,225,7,3,0.06,1,250
4678742,24195790,Manhattan,Greenwich Village,40.73444,-73.99761,Entire home/apt,600,1,0,0.0,1,0
28826608,217379941,Queens,Springfield Gardens,40.66457,-73.76918,Entire home/apt,75,1,132,15.78,1,28
36351543,52984497,Brooklyn,Bedford-Stuyvesant,40.68914,-73.92408,Private room,33,30,2,2.0,1,87
23250710,109061785,Manhattan,East Village,40.72923,-73.98197,Entire home/apt,189,1,40,2.37,1,73
2578731,13207016,Queens,Rockaway Beach,40.58451,-73.815,Entire home/apt,140,2,14,0.22,1,0
2080709,4030621,Brooklyn,Greenpoint,40.73303,-73.95153,Private room,73,2,19,0.28,1,0
29740703,223741555,Queens,Long Island City,40.74813,-73.93852,Private room,69,5,4,0.53,1,0
6422875,33510832,Brooklyn,Bedford-Stuyvesant,40.69271,-73.94353,Private room,70,1,397,7.97,2,35
31853354,12470243,Brooklyn,Bushwick,40.69713,-73.93035,Private room,50,15,0,0.0,1,0
36303421,217362657,Manhattan,Upper West Side,40.79469,-73.96687,Entire home/apt,520,30,0,0.0,1,310
34020964,256487516,Brooklyn,East New York,40.66038,-73.88761,Entire home/apt,40,14,1,0.54,1,178
21436653,155400834,Manhattan,Harlem,40.81222,-73.94667,Entire home/apt,245,2,82,4.44,1,135
30316570,171452798,Manhattan,Upper East Side,40.77655,-73.94787,Entire home/apt,264,1,49,6.87,1,296
25550429,17714108,Brooklyn,Park Slope,40.67787,-73.98169,Entire home/apt,129,5,8,0.61,1,0
26476892,199118646,Brooklyn,East Flatbush,40.64834,-73.95161,Private room,50,1,37,3.68,1,84
24913510,28823649,Manhattan,SoHo,40.72432,-74.00195,Entire home/apt,160,1,6,0.66,3,172
22102905,59477827,Manhattan,Murray Hill,40.74785,-73.96967,Private room,195,11,0,0.0,1,0
23608727,15956611,Manhattan,East Harlem,40.80373,-73.93594,Private room,53,21,2,0.46,2,61
28934396,6531164,Brooklyn,Downtown Brooklyn,40.69712,-73.98401,Entire home/apt,285,1,1,0.16,1,6
14819796,40611169,Brooklyn,Carroll Gardens,40.67718,-73.99493,Entire home/apt,250,1,62,1.79,5,178
10937904,17601552,Manhattan,Harlem,40.81794,-73.94326,Private room,75,1,0,0.0,1,0
15360364,51007432,Manhattan,Upper East Side,40.7739,-73.94782,Private room,78,1,73,2.18,1,1
13565060,14017165,Brooklyn,Williamsburg,40.70744,-73.94485,Private room,58,2,1,0.03,1,0
33983585,256581747,Brooklyn,Williamsburg,40.7062,-73.94237,Private room,72,30,0,0.0,3,318
17116411,114977427,Manhattan,Upper West Side,40.77836,-73.97994,Entire home/apt,489,3,81,3.01,1,152
20983421,3461768,Brooklyn,Prospect Heights,40.67525,-73.96408,Private room,45,2,1,0.05,1,0
36425863,83554966,Manhattan,Upper East Side,40.78099,-73.95366,Private room,129,1,1,1.0,1,147
35372810,75017049,Brooklyn,South Slope,40.66509,-73.98325,Private room,100,31,0,0.0,2,119
4824849,24844621,Manhattan,Midtown,40.76609,-73.98038,Entire home/apt,200,1,0,0.0,1,0
30903214,229306781,Brooklyn,Crown Heights,40.67428,-73.91986,Private room,70,1,2,0.3,1,73
14354698,4597403,Manhattan,Harlem,40.81315,-73.95389,Private room,49,1,13,0.37,1,0
22143750,15338067,Brooklyn,Williamsburg,40.71198,-73.9582,Private room,58,4,9,0.48,1,0
9365176,48593893,Manhattan,Midtown,40.75103,-73.98349,Entire home/apt,250,2,10,0.23,1,0
33313341,151780315,Queens,Ditmars Steinway,40.78096,-73.91282,Private room,70,2,0,0.0,1,0
5678143,93781,Brooklyn,Fort Greene,40.6918,-73.9729,Entire home/apt,130,7,83,1.59,1,67
34976735,115167208,Manhattan,Gramercy,40.73866,-73.98322,Entire home/apt,160,3,0,0.0,1,5
1793091,9407785,Manhattan,Upper West Side,40.77631,-73.97953,Entire home/apt,175,3,258,3.8,1,235
19569411,61483702,Brooklyn,Bedford-Stuyvesant,40.69251,-73.93484,Private room,70,5,2,0.08,2,0
11716677,23902914,Manhattan,East Village,40.73082,-73.98445,Entire home/apt,70,1,144,3.55,1,49
32978551,33897850,Manhattan,Washington Heights,40.83713,-73.94827,Private room,65,3,0,0.0,1,87
34182096,18327084,Manhattan,East Village,40.72495,-73.97679,Entire home/apt,240,4,0,0.0,1,83
32937132,2196224,Manhattan,East Village,40.7295,-73.98327,Entire home/apt,133,30,0,0.0,4,151
14948249,75310263,Manhattan,Hell's Kitchen,40.76495,-73.98964,Entire home/apt,165,5,1,0.03,1,0
1970915,10176907,Brooklyn,Bushwick,40.70022,-73.91441,Entire home/apt,80,7,6,0.12,1,3
19326520,16342788,Brooklyn,Williamsburg,40.70857,-73.94501,Private room,85,1,2,0.09,2,64
33645301,119692067,Brooklyn,Sunset Park,40.64403,-74.00087,Private room,60,1,0,0.0,3,89
2994478,2604437,Manhattan,Upper West Side,40.78504,-73.97959,Private room,110,3,40,1.48,2,113
279857,1420300,Brooklyn,Bedford-Stuyvesant,40.68492,-73.95489,Entire home/apt,800,4,122,1.37,1,257
36316884,62659791,Brooklyn,Crown Heights,40.67833,-73.95349,Shared room,80,1,0,0.0,2,365
30351170,213020,Manhattan,Upper West Side,40.79382,-73.96984,Private room,88,1,4,0.78,3,7
13446124,18419593,Manhattan,Morningside Heights,40.81353,-73.95878,Private room,76,2,126,3.4,1,12
25441693,191063355,Brooklyn,Crown Heights,40.67193,-73.93003,Entire home/apt,125,1,59,4.38,1,98
15360787,98053423,Manhattan,Harlem,40.80968,-73.94425,Private room,99,1,31,2.63,1,123
34256514,69339916,Manhattan,Harlem,40.8125,-73.95305,Private room,70,1,3,2.57,1,71
10921091,56607815,Manhattan,Upper West Side,40.77035,-73.98638,Entire home/apt,150,2,0,0.0,1,0
6269945,32583105,Manhattan,Upper East Side,40.77867,-73.95121,Private room,90,1,75,1.49,1,359
1742471,2127723,Queens,Sunnyside,40.74609,-73.91406,Entire home/apt,140,2,40,0.6,1,20
13543171,32991339,Brooklyn,Williamsburg,40.70707,-73.9528,Entire home/apt,250,1,9,0.27,2,254
25345389,42407784,Brooklyn,Williamsburg,40.70822,-73.94825,Entire home/apt,300,2,0,0.0,1,0
12628500,67261284,Queens,Jackson Heights,40.75123,-73.87993,Private room,67,1,204,5.27,2,0
16945093,14374073,Manhattan,Chelsea,40.75166,-73.99506,Entire home/apt,150,19,0,0.0,1,0
34204219,20702874,Brooklyn,Park Slope,40.68092,-73.97823,Private room,68,14,0,0.0,1,4
1901357,9872650,Brooklyn,Flatbush,40.6406,-73.96195,Entire home/apt,70,4,26,0.39,1,81
825545,872805,Manhattan,Greenwich Village,40.73336,-73.99836,Private room,120,21,79,1.04,2,34
32639119,161985273,Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.9499,Private room,45,3,7,3.13,1,43
21356602,123483050,Queens,Elmhurst,40.7478,-73.88005,Private room,100,1,73,3.47,3,165
34935098,1155164,Brooklyn,Bedford-Stuyvesant,40.68036,-73.91621,Private room,40,2,4,4.0,1,2
1347204,7309232,Manhattan,Harlem,40.80861,-73.94574,Entire home/apt,190,3,123,1.73,3,248
32180213,198730633,Manhattan,Harlem,40.81105,-73.95241,Private room,80,1,3,0.71,2,0
8354383,38204730,Manhattan,Gramercy,40.73524,-73.98441,Entire home/apt,239,5,2,0.05,3,30
10985169,825856,Brooklyn,Bedford-Stuyvesant,40.68389,-73.92128,Entire home/apt,76,2,2,0.05,1,0
33828807,92897185,Brooklyn,Borough Park,40.63402,-74.0025,Private room,65,1,9,3.38,2,46
31233576,76901881,Manhattan,Upper West Side,40.78501,-73.97579,Entire home/apt,100,1,32,5.16,1,0
24036655,49219601,Brooklyn,Fort Hamilton,40.62225,-74.03444,Entire home/apt,70,1,2,0.19,1,0
9550620,48983104,Queens,Middle Village,40.72058,-73.87493,Private room,60,2,72,1.68,3,81
6590569,20113500,Manhattan,Chelsea,40.74465,-73.9955,Private room,110,3,2,0.04,1,0
32238548,219517861,Manhattan,Financial District,40.70764,-74.01077,Entire home/apt,252,2,15,3.19,327,260
35582464,267728008,Manhattan,East Village,40.7316,-73.98576,Entire home/apt,179,5,3,3.0,1,76
4801661,9864136,Manhattan,Kips Bay,40.74156,-73.97968,Private room,95,30,37,0.68,26,365
4774041,22565253,Brooklyn,Bay Ridge,40.6342,-74.02337,Entire home/apt,129,5,48,0.87,4,91
11065571,57434801,Brooklyn,Brooklyn Heights,40.69257,-73.99304,Entire home/apt,100,1,0,0.0,1,0
8255464,43534773,Brooklyn,Sunset Park,40.65585,-73.99918,Entire home/apt,100,1,1,0.02,1,0
5679557,14513121,Brooklyn,Park Slope,40.67731,-73.97475,Entire home/apt,180,3,21,0.4,1,125
32441129,1403333,Manhattan,NoHo,40.72612,-73.99494,Entire home/apt,325,2,5,1.24,1,31
13695031,52237758,Manhattan,Chelsea,40.74075,-73.99567,Entire home/apt,155,2,1,0.03,1,0
7178887,15115649,Brooklyn,Park Slope,40.67267,-73.97871,Private room,65,1,0,0.0,1,0
27313587,36494687,Manhattan,East Village,40.72071,-73.97822,Private room,55,5,2,0.18,1,0
7020266,3524653,Brooklyn,Williamsburg,40.71688,-73.94162,Private room,90,2,18,0.37,1,280
9218051,20123860,Manhattan,East Village,40.72647,-73.98379,Private room,95,1,2,0.04,2,0
35510968,54332560,Brooklyn,Park Slope,40.66993,-73.97709,Entire home/apt,97,11,0,0.0,1,25
17418006,110858930,Queens,Cambria Heights,40.69206,-73.74546,Entire home/apt,169,2,65,2.33,1,263
21079975,137327838,Brooklyn,Sunset Park,40.6606,-73.99455,Entire home/apt,94,2,24,1.15,1,12
16519069,108608482,Manhattan,Kips Bay,40.74227,-73.97432,Private room,100,5,2,0.07,1,0
34773215,210799153,Brooklyn,Bedford-Stuyvesant,40.68676,-73.94593,Private room,51,1,4,2.86,3,0
18269285,126292511,Manhattan,Midtown,40.76013,-73.96566,Shared room,99,3,6,0.24,1,0
7647651,6072700,Brooklyn,Red Hook,40.67791,-74.0072,Private room,55,5,5,0.1,1,0
21548054,15508421,Manhattan,East Village,40.72834,-73.97907,Entire home/apt,400,30,0,0.0,1,119
30131491,53241793,Manhattan,Hell's Kitchen,40.76207,-73.98935,Entire home/apt,160,1,51,7.5,1,25
24896533,1005489,Brooklyn,Clinton Hill,40.68409,-73.96467,Private room,70,7,2,0.88,1,89
3715824,13042411,Manhattan,East Village,40.72669,-73.98419,Entire home/apt,129,2,179,2.99,1,179
28641288,63953718,Queens,Elmhurst,40.73137,-73.87193,Private room,69,2,3,0.33,1,0
15314054,836168,Manhattan,Upper West Side,40.78065,-73.98253,Entire home/apt,1000,30,17,0.51,11,365
28643600,17486626,Brooklyn,Williamsburg,40.71953,-73.96401,Private room,70,2,14,1.52,2,3
21161038,11310249,Brooklyn,Red Hook,40.67844,-74.01058,Entire home/apt,120,2,98,4.64,1,193
34605017,197178016,Queens,Astoria,40.76452,-73.9251,Entire home/apt,115,2,2,1.18,1,80
10386831,15895218,Brooklyn,Gowanus,40.68444,-73.98847,Private room,62,2,1,0.02,2,0
13488308,1252131,Manhattan,Kips Bay,40.73955,-73.98243,Entire home/apt,199,30,36,0.98,1,242
7032930,14104350,Brooklyn,Bedford-Stuyvesant,40.68302,-73.94232,Entire home/apt,90,5,25,0.53,2,347
9730784,1038645,Manhattan,Lower East Side,40.72133,-73.9877,Private room,140,1,5,0.12,1,0
24945253,187383058,Queens,Arverne,40.5872,-73.79567,Entire home/apt,350,2,25,1.83,2,332
34977297,119273,Brooklyn,Williamsburg,40.7194,-73.96346,Entire home/apt,160,31,0,0.0,1,54
9619848,1509237,Manhattan,East Harlem,40.79686,-73.9459,Entire home/apt,199,2,5,0.12,2,177
446367,2216673,Manhattan,Upper West Side,40.77593,-73.97699,Entire home/apt,90,4,22,0.27,1,239
21619569,157275347,Queens,Jamaica,40.68054,-73.76712,Entire home/apt,128,1,141,7.24,1,164
3890417,18260299,Brooklyn,Bushwick,40.69439,-73.90715,Private room,45,30,7,0.74,6,92
9383406,6991164,Manhattan,Upper East Side,40.76854,-73.95532,Private room,199,1,49,1.11,1,230
4098271,20245055,Manhattan,Lower East Side,40.71273,-73.9882,Private room,72,3,56,0.96,2,304
35259405,236530772,Queens,Jamaica Estates,40.72085,-73.79179,Entire home/apt,65,2,0,0.0,2,19
23477827,24555919,Queens,Long Island City,40.76322,-73.93047,Private room,47,3,0,0.0,1,0
12167857,6520757,Brooklyn,Bedford-Stuyvesant,40.69574,-73.9515,Entire home/apt,150,4,11,0.29,1,0
36088017,269236041,Manhattan,Harlem,40.80629,-73.95001,Entire home/apt,222,6,0,0.0,1,18
